id,semantic_groups,preflabel,synonyms,description,name
ENSEMBL:ENSBTAG00000016218,ORTH,PTGES2,C9orf15|GBF-1|GBF1|PGES2|mPGES-2,"The protein encoded by this gene is a membrane-associated prostaglandin E synthase, which catalyzes the conversion of prostaglandin H2 to prostaglandin E2. This protein also has been shown to activate the transcription regulated by a gamma-interferon-activated transcription element (GATE). Multiple transcript variants have been found for this gene. [provided by RefSeq, Jun 2009].",prostaglandin E synthase 2
WormBase:WBGene00011239,ORTH,pges-2,NA,NA,pges-2
dictyBase:DDB_G0288619,GENO,dictyBase:DDB_G0288619,NA,NA,dictyBase:DDB_G0288619
ENSEMBL:ENSBTAG00000020357,ORTH,ENSEMBL:ENSBTAG00000020357,NA,NA,ENSEMBL:ENSBTAG00000020357
ENSEMBL:ENSPTRG00000009241,ORTH,ENSEMBL:ENSPTRG00000009241,NA,NA,ENSEMBL:ENSPTRG00000009241
dictyBase:DDB_G0293558,GENO,pabpc1A,NA,NA,pabpc1A
ENSEMBL:ENSGALG00000003800,ORTH,PABPC4,APP-1|APP1|PABP4|iPABP,"Poly(A)-binding proteins (PABPs) bind to the poly(A) tail present at the 3-prime ends of most eukaryotic mRNAs. PABPC4 or IPABP (inducible PABP) was isolated as an activation-induced T-cell mRNA encoding a protein. Activation of T cells increased PABPC4 mRNA levels in T cells approximately 5-fold. PABPC4 contains 4 RNA-binding domains and proline-rich C terminus. PABPC4 is localized primarily to the cytoplasm. It is suggested that PABPC4 might be necessary for regulation of stability of labile mRNA species in activated T cells. PABPC4 was also identified as an antigen, APP1 (activated-platelet protein-1), expressed on thrombin-activated rabbit platelets. PABPC4 may also be involved in the regulation of protein translation in platelets and megakaryocytes or may participate in the binding or stabilization of polyadenylates in platelet dense granules. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. This protein has also been found to interact with coronavirus nucleocapsid proteins and is thought to inhibit coronavirus replication. [provided by RefSeq, Nov 2021].",poly(A) binding protein cytoplasmic 4
ENSEMBL:ENSMODG00000011795,ORTH,ENSEMBL:ENSMODG00000011795,NA,NA,ENSEMBL:ENSMODG00000011795
ENSEMBL:ENSACAG00000000151,ORTH,ENSEMBL:ENSACAG00000000151,NA,NA,ENSEMBL:ENSACAG00000000151
ENSEMBL:ENSECAG00000018948,ORTH,ENSEMBL:ENSECAG00000018948,NA,NA,ENSEMBL:ENSECAG00000018948
Coriell:GM03864,GENO,NIGMS-GM03864,NA,NA,NIGMS-GM03864
PomBase:SPBC28F2.12,GENO,rpb1,NA,NA,rpb1
ENSEMBL:ENSECAG00000017197,ORTH,ENSEMBL:ENSECAG00000017197,NA,NA,ENSEMBL:ENSECAG00000017197
WBPhenotype:0001973,DISO,germ cell compartment size variant,NA,NA,germ cell compartment size variant
ENSEMBL:ENSECAG00000001110,ORTH,ENSEMBL:ENSECAG00000001110,NA,NA,ENSEMBL:ENSECAG00000001110
ENSEMBL:ENSCAFG00000007288,ORTH,CRYL1,GDH|HEL30|gul3DH|lambda-CRY,"The uronate cycle functions as an alternative glucose metabolic pathway, accounting for about 5% of daily glucose catabolism. The product of this gene catalyzes the dehydrogenation of L-gulonate into dehydro-L-gulonate in the uronate cycle. The enzyme requires NAD(H) as a coenzyme, and is inhibited by inorganic phosphate. A similar gene in the rabbit is thought to serve a structural role in the lens of the eye. [provided by RefSeq, Jul 2008].",crystallin lambda 1
ENSEMBL:ENSFCAG00000013023,ORTH,ENSEMBL:ENSFCAG00000013023,NA,NA,ENSEMBL:ENSFCAG00000013023
MP:0001407,DISO,short stride length,NA,NA,short stride length
ENSEMBL:ENSBTAG00000047089,ORTH,ENSEMBL:ENSBTAG00000047089,NA,NA,ENSEMBL:ENSBTAG00000047089
MGI:1917129,ORTH,Golph3l,NA,NA,Golph3l
ENSEMBL:ENSECAG00000007795,ORTH,ENSEMBL:ENSECAG00000007795,NA,NA,ENSEMBL:ENSECAG00000007795
PomBase:SPBC13E7.10c,GENO,brf1,NA,NA,brf1
ZP:0019569,DISO,"head increased amount, abnormal",NA,NA,"head increased amount, abnormal"
ENSEMBL:ENSMODG00000007437,ORTH,ENSEMBL:ENSMODG00000007437,NA,NA,ENSEMBL:ENSMODG00000007437
WormBase:WBGene00009401,ORTH,F35C11.2,NA,NA,F35C11.2
FlyBase:FBgn0003557,ORTH,Su(dx),NA,NA,Su(dx)
WBPhenotype:0000057,DISO,early larval lethal,NA,NA,early larval lethal
ZP:0007287,DISO,"central artery morphology, abnormal",NA,NA,"central artery morphology, abnormal"
WBPhenotype:0001971,DISO,germ cell compartment anucleate,NA,NA,germ cell compartment anucleate
ENSEMBL:ENSACAG00000004234,ORTH,ENSEMBL:ENSACAG00000004234,NA,NA,ENSEMBL:ENSACAG00000004234
ENSEMBL:ENSCAFG00000007528,ORTH,ENSEMBL:ENSCAFG00000007528,NA,NA,ENSEMBL:ENSCAFG00000007528
ENSEMBL:ENSMMUG00000012912,ORTH,ENSEMBL:ENSMMUG00000012912,NA,NA,ENSEMBL:ENSMMUG00000012912
PomBase:SPAC1002.05c,GENO,jmj2,NA,NA,jmj2
ENSEMBL:ENSECAG00000002649,ORTH,ENSEMBL:ENSECAG00000002649,NA,NA,ENSEMBL:ENSECAG00000002649
ENSEMBL:ENSMMUG00000021695,ORTH,ENSEMBL:ENSMMUG00000021695,NA,NA,ENSEMBL:ENSMMUG00000021695
ENSEMBL:ENSCAFG00000017677,ORTH,ENSEMBL:ENSCAFG00000017677,NA,NA,ENSEMBL:ENSCAFG00000017677
ENSEMBL:ENSMMUG00000020521,ORTH,ENSEMBL:ENSMMUG00000020521,NA,NA,ENSEMBL:ENSMMUG00000020521
ENSEMBL:ENSSSCG00000005590,ORTH,ENSEMBL:ENSSSCG00000005590,NA,NA,ENSEMBL:ENSSSCG00000005590
MGI:1919159,ORTH,Haus5,NA,NA,Haus5
MP:0009454,DISO,impaired contextual conditioning behavior,NA,NA,impaired contextual conditioning behavior
dictyBase:DDB_G0290931,GENO,DDB_G0290931,NA,NA,DDB_G0290931
SGD:S000003826,ORTH,ARP3,NA,NA,ARP3
ENSEMBL:ENSPTRG00000014959,ORTH,ENSEMBL:ENSPTRG00000014959,NA,NA,ENSEMBL:ENSPTRG00000014959
PomBase:SPBC691.03c,GENO,apl3,NA,NA,apl3
ENSEMBL:ENSFCAG00000007748,ORTH,ENSEMBL:ENSFCAG00000007748,NA,NA,ENSEMBL:ENSFCAG00000007748
RGD:1311771,ORTH,Commd1,NA,NA,Commd1
ENSEMBL:ENSGALG00000040474,ORTH,ENSEMBL:ENSGALG00000040474,NA,NA,ENSEMBL:ENSGALG00000040474
ENSEMBL:ENSMMUG00000008048,ORTH,ENSEMBL:ENSMMUG00000008048,NA,NA,ENSEMBL:ENSMMUG00000008048
ENSEMBL:ENSCAFG00000015785,ORTH,WDR45,JM5|NBIA4|NBIA5|WDRX1|WIPI-4|WIPI4,"This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This gene has a pseudogene at chromosome 4q31.3. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene, but the biological validity and full-length nature of some variants have not been determined. [provided by RefSeq, Jul 2008].",WD repeat domain 45
HGNC:4298,GENE,GLB1,EBP|ELNR1|MPS4B,"This gene encodes a member of the glycosyl hydrolase 35 family of proteins. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature lysosomal enzyme. This enzyme catalyzes the hydrolysis of a terminal beta-linked galactose residue from ganglioside substrates and other glycoconjugates. Mutations in this gene may result in GM1-gangliosidosis and Morquio B syndrome. [provided by RefSeq, Nov 2015].",galactosidase beta 1
HGNC:29130,GENE,HAUS5,KIAA0841|dgt5,"HAUS5 is 1 of 8 subunits of the 390-kD human augmin complex, or HAUS complex. The augmin complex was first identified in Drosophila, and its name comes from the Latin verb 'augmentare,' meaning 'to increase.' The augmin complex is a microtubule-binding complex involved in microtubule generation within the mitotic spindle and is vital to mitotic spindle assembly (Goshima et al., 2008 [PubMed 18443220]; Uehara et al., 2009 [PubMed 19369198]).[supplied by OMIM, Jun 2010].",HAUS augmin like complex subunit 5
ENSEMBL:ENSPTRG00000010376,ORTH,ENSEMBL:ENSPTRG00000010376,NA,NA,ENSEMBL:ENSPTRG00000010376
ENSEMBL:ENSPTRG00000046653,ORTH,ENSEMBL:ENSPTRG00000046653,NA,NA,ENSEMBL:ENSPTRG00000046653
dictyBase:DDB_G0285051,GENO,rab32D,NA,NA,rab32D
ENSEMBL:ENSCAFG00000019201,ORTH,MGRN1,RNF156,"Mahogunin (MGRN1) is a C3HC4 RING-containing protein with E3 ubiquitin ligase activity in vitro.[supplied by OMIM, Apr 2004]",mahogunin ring finger 1
HGNC:30796,GENE,STRAP,NEDCAFD|Strap,"Predicted to enable DNA binding activity and chromatin binding activity. Predicted to be involved in DNA repair. Predicted to act upstream of or within positive regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",tetratricopeptide repeat domain 5
ENSEMBL:ENSPTRG00000011323,ORTH,ENSEMBL:ENSPTRG00000011323,NA,NA,ENSEMBL:ENSPTRG00000011323
ZFIN:ZDB-GENE-070410-70,ORTH,cnot2,NA,NA,cnot2
ENSEMBL:ENSMMUG00000014853,ORTH,ENSEMBL:ENSMMUG00000014853,NA,NA,ENSEMBL:ENSMMUG00000014853
EnsemblGenome:AT5G27640,ORTH,EnsemblGenome:AT5G27640,NA,NA,EnsemblGenome:AT5G27640
PomBase:SPBC800.05c,GENO,atb2,NA,NA,atb2
dictyBase:DDB_G0269262,GENO,rabT2,NA,NA,rabT2
ZP:0006749,DISO,"brain vasculature decreased functionality, abnormal",NA,NA,"brain vasculature decreased functionality, abnormal"
dictyBase:DDB_G0288683,GENO,DDB0188049,NA,NA,DDB0188049
RGD:1566014,ORTH,F8a1,NA,NA,F8a1
ENSEMBL:ENSFCAG00000021911,ORTH,ENSEMBL:ENSFCAG00000021911,NA,NA,ENSEMBL:ENSFCAG00000021911
PomBase:SPBC713.06,GENO,adl1,NA,NA,adl1
FBcv:0002021,DISO,some die during first instar larval stage,NA,NA,some die during first instar larval stage
MONARCH:APO_0000159APO_0000003,GENO,biofilm formation:decreased,NA,NA,biofilm formation:decreased
ENSEMBL:ENSFCAG00000015361,ORTH,ENSEMBL:ENSFCAG00000015361,NA,NA,ENSEMBL:ENSFCAG00000015361
dictyBase:DDB_G0284763,GENO,dictyBase:DDB_G0284763,NA,NA,dictyBase:DDB_G0284763
MGI:5298846,ORTH,Htt<tm1Hay>/Htt<+>; Tg(YAC72)2511Hay [involves: FVB/N],NA,NA,Htt<tm1Hay>/Htt<+>; Tg(YAC72)2511Hay [involves: FVB/N]
ENSEMBL:ENSCAFG00000023693,ORTH,ENSEMBL:ENSCAFG00000023693,NA,NA,ENSEMBL:ENSCAFG00000023693
SGD:S000005153,ORTH,SSB2,NA,NA,SSB2
ENSEMBL:ENSGALG00000046960,ORTH,A0A3Q3ANH5,NA,NA,A0A3Q3ANH5
ZP:0012827,DISO,"sensory perception of sound process quality, abnormal",NA,NA,"sensory perception of sound process quality, abnormal"
ENSEMBL:ENSOANG00000009047,ORTH,ENSEMBL:ENSOANG00000009047,NA,NA,ENSEMBL:ENSOANG00000009047
ENSEMBL:ENSGALG00000035487,ORTH,ENSEMBL:ENSGALG00000035487,NA,NA,ENSEMBL:ENSGALG00000035487
MP:0006036,DISO,abnormal mitochondrial physiology,NA,NA,abnormal mitochondrial physiology
HP:0000365,DISO,Hearing impairment,NA,NA,Hearing impairment
ENSEMBL:ENSBTAG00000019180,ORTH,ENSEMBL:ENSBTAG00000019180,NA,NA,ENSEMBL:ENSBTAG00000019180
HP:0002093,DISO,Respiratory insufficiency,NA,NA,Respiratory insufficiency
ENSEMBL:ENSGALG00000014324,ORTH,SLC2A14,NA,NA,SLC2A14
ENSEMBL:ENSSSCG00000000952,ORTH,ZDHHC17,DHHC-17|DHHC17|HIP14|HIP3|HSPC294|HYPH,"Enables identical protein binding activity and protein-cysteine S-palmitoyltransferase activity. Involved in lipoprotein transport and protein palmitoylation. Located in Golgi membrane; Golgi-associated vesicle membrane; and aggresome. [provided by Alliance of Genome Resources, Apr 2022]",zinc finger DHHC-type palmitoyltransferase 17
ENSEMBL:ENSMMUG00000001661,ORTH,ENSEMBL:ENSMMUG00000001661,NA,NA,ENSEMBL:ENSMMUG00000001661
ENSEMBL:ENSSSCG00000017427,ORTH,ENSEMBL:ENSSSCG00000017427,NA,NA,ENSEMBL:ENSSSCG00000017427
dictyBase:DDB_G0289505,GENO,act24,NA,NA,act24
GO:0005794,PHYS,Golgi apparatus,NA,NA,Golgi apparatus
ENSEMBL:ENSSSCG00000028104,ORTH,HOXC11,HOX3H,"This gene belongs to the homeobox family of genes. The homeobox genes encode a highly conserved family of transcription factors that play an important role in morphogenesis in all multicellular organisms. Mammals possess four similar homeobox gene clusters, HOXA, HOXB, HOXC and HOXD, which are located on different chromosomes and consist of 9 to 11 genes arranged in tandem. This gene is one of several homeobox HOXC genes located in a cluster on chromosome 12. The product of this gene binds to a promoter element of the lactase-phlorizin hydrolase. It also may play a role in early intestinal development. An alternatively spliced variant encoding a shorter isoform has been described but its full-length nature has not been determined. [provided by RefSeq, Jul 2008].",homeobox C11
HP:0002015,DISO,Dysphagia,NA,NA,Dysphagia
ENSEMBL:ENSPTRG00000007339,ORTH,ENSEMBL:ENSPTRG00000007339,NA,NA,ENSEMBL:ENSPTRG00000007339
MP:0000750,DISO,abnormal muscle regeneration,NA,NA,abnormal muscle regeneration
PomBase:SPAC23C11.15,GENO,pst2,NA,NA,pst2
ENSEMBL:ENSSSCG00000033162,ORTH,UBAC1,GBDR1|KPC2|UBADC1,"Predicted to be involved in protein ubiquitination. Located in Golgi apparatus; cytosol; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",UBA domain containing 1
ENSEMBL:ENSMMUG00000016827,ORTH,ENSEMBL:ENSMMUG00000016827,NA,NA,ENSEMBL:ENSMMUG00000016827
WBPhenotype:0000405,DISO,giant oocytes,NA,NA,giant oocytes
REACT:R-HSA-9022692,PHYS,Regulation of MECP2 expression and activity,NA,NA,Regulation of MECP2 expression and activity
ENSEMBL:ENSMODG00000017913,ORTH,ENSEMBL:ENSMODG00000017913,NA,NA,ENSEMBL:ENSMODG00000017913
dictyBase:DDB_G0275023,GENO,act22,NA,NA,act22
EFO:0009589,GENO,worry measurement,NA,NA,worry measurement
FlyBase:FBgn0035687,ORTH,Prdm13,NA,NA,Prdm13
ENSEMBL:ENSGALG00000037953,ORTH,TUBA1A,B-ALPHA-1|LIS3|TUBA3,"Microtubules of the eukaryotic cytoskeleton perform essential and diverse functions and are composed of a heterodimer of alpha and beta tubulins. The genes encoding these microtubule constituents belong to the tubulin superfamily, which is composed of six distinct families. Genes from the alpha, beta and gamma tubulin families are found in all eukaryotes. The alpha and beta tubulins represent the major components of microtubules, while gamma tubulin plays a critical role in the nucleation of microtubule assembly. There are multiple alpha and beta tubulin genes, which are highly conserved among species. This gene encodes alpha tubulin and is highly similar to the mouse and rat Tuba1 genes. Northern blot studies have shown that the gene expression is predominantly found in morphologically differentiated neurologic cells. This gene is one of three alpha-tubulin genes in a cluster on chromosome 12q. Mutations in this gene cause lissencephaly type 3 (LIS3) - a neurological condition characterized by microcephaly, intellectual disability, and early-onset epilepsy caused by defective neuronal migration. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2017].",tubulin alpha 1a
ENSEMBL:ENSCAFG00000013510,ORTH,ENSEMBL:ENSCAFG00000013510,NA,NA,ENSEMBL:ENSCAFG00000013510
SGD:S000005888,ORTH,PRT1,NA,NA,PRT1
ENSEMBL:ENSGALG00000043931,ORTH,A0A3Q2TTM4,NA,NA,A0A3Q2TTM4
dictyBase:DDB_G0270336,GENO,DDB0190979,NA,NA,DDB0190979
ZFIN:ZDB-GENE-070607-1,ORTH,casp3b,NA,NA,casp3b
RGD:1308655,ORTH,Lsm5,NA,NA,Lsm5
dictyBase:DDB_G0286893,GENO,act29,NA,NA,act29
WBPhenotype:0001350,DISO,protein phosphorylation increased,NA,NA,protein phosphorylation increased
ENSEMBL:ENSXETG00000035233,ORTH,ENSEMBL:ENSXETG00000035233,NA,NA,ENSEMBL:ENSXETG00000035233
ENSEMBL:ENSECAG00000000734,ORTH,ENSEMBL:ENSECAG00000000734,NA,NA,ENSEMBL:ENSECAG00000000734
Xenbase:XB-GENE-6257393,ORTH,gemin7,NA,NA,gemin7
ENSEMBL:ENSFCAG00000044541,ORTH,ENSEMBL:ENSFCAG00000044541,NA,NA,ENSEMBL:ENSFCAG00000044541
MGI:1914117,ORTH,Hmg20a,NA,NA,Hmg20a
MONARCH:APO_0000098APO_0000003,GENO,utilization of carbon source:decreased,NA,NA,utilization of carbon source:decreased
ZFIN:ZDB-GENE-991019-4,ORTH,kif23,NA,NA,kif23
MGI:1919069,ORTH,Kif23,NA,NA,Kif23
HGNC:18381,GENE,SYT12,SYT12|sytXI,"This gene is a member of the synaptotagmin gene family and encodes a protein similar to other family members that are known calcium sensors and mediate calcium-dependent regulation of membrane trafficking in synaptic transmission. The encoded protein is also a substrate for ubiquitin-E3-ligase parkin. The gene has previously been referred to as synaptotagmin XII but has been renamed synaptotagmin XI to be consistent with mouse and rat official nomenclature. [provided by RefSeq, Apr 2010].",synaptotagmin 11
ZFIN:ZDB-GENE-030131-2981,ORTH,sp5l,NA,NA,sp5l
HP:0002718,DISO,Recurrent bacterial infections,NA,NA,Recurrent bacterial infections
RGD:1359355,ORTH,M6pr,NA,NA,M6pr
ENSEMBL:ENSPTRG00000004648,ORTH,ENSEMBL:ENSPTRG00000004648,NA,NA,ENSEMBL:ENSPTRG00000004648
WBPhenotype:0001645,DISO,protein degradation variant,NA,NA,protein degradation variant
GO:0034452,PHYS,dynactin binding,NA,NA,dynactin binding
ENSEMBL:ENSFCAG00000000623,ORTH,ENSEMBL:ENSFCAG00000000623,NA,NA,ENSEMBL:ENSFCAG00000000623
ENSEMBL:ENSECAG00000023974,ORTH,ENSEMBL:ENSECAG00000023974,NA,NA,ENSEMBL:ENSECAG00000023974
WormBase:WBGene00018089,ORTH,F36D4.4,NA,NA,F36D4.4
MP:0003111,DISO,abnormal cell nucleus morphology,NA,NA,abnormal cell nucleus morphology
RGD:70991,ORTH,Flot1,NA,NA,Flot1
ENSEMBL:ENSOANG00000013424,ORTH,ENSEMBL:ENSOANG00000013424,NA,NA,ENSEMBL:ENSOANG00000013424
Coriell:GM04828,GENO,NIGMS-GM04828,NA,NA,NIGMS-GM04828
ZP:0002783,DISO,"ribosome biogenesis disrupted, abnormal",NA,NA,"ribosome biogenesis disrupted, abnormal"
FBcv:0006002,DISO,decreased fecundity,NA,NA,decreased fecundity
ENSEMBL:ENSECAG00000015901,ORTH,ENSEMBL:ENSECAG00000015901,NA,NA,ENSEMBL:ENSECAG00000015901
ENSEMBL:ENSMMUG00000016844,ORTH,ENSEMBL:ENSMMUG00000016844,NA,NA,ENSEMBL:ENSMMUG00000016844
RGD:1585874,ORTH,Mbd4,NA,NA,Mbd4
HP:0000029,DISO,Testicular atrophy,NA,NA,Testicular atrophy
SGD:S000003880,ORTH,JHD2,NA,NA,JHD2
ENSEMBL:ENSACAG00000007271,ORTH,ENSEMBL:ENSACAG00000007271,NA,NA,ENSEMBL:ENSACAG00000007271
ENSEMBL:ENSSSCG00000004114,ORTH,ADGB,C6orf103|CAPN16,"Predicted to enable calcium-dependent cysteine-type endopeptidase activity; heme binding activity; and oxygen binding activity. Predicted to be involved in proteolysis. [provided by Alliance of Genome Resources, Apr 2022]",androglobin
dictyBase:DDB_G0281683,GENO,msh3,NA,NA,msh3
ENSEMBL:ENSACAG00000005107,ORTH,ENSEMBL:ENSACAG00000005107,NA,NA,ENSEMBL:ENSACAG00000005107
WormBase:WBGene00008885,ORTH,F16C3.1,NA,NA,F16C3.1
ENSEMBL:ENSCAFG00000019712,ORTH,UBAC1,GBDR1|KPC2|UBADC1,"Predicted to be involved in protein ubiquitination. Located in Golgi apparatus; cytosol; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",UBA domain containing 1
MP:0013392,DISO,Meibomian gland inflammation,NA,NA,Meibomian gland inflammation
FBcv:0000424,DISO,abnormal cell death,NA,NA,abnormal cell death
ENSEMBL:ENSPTRG00000005684,ORTH,ENSEMBL:ENSPTRG00000005684,NA,NA,ENSEMBL:ENSPTRG00000005684
ZP:0001024,DISO,"lens protruding, abnormal",NA,NA,"lens protruding, abnormal"
ENSEMBL:ENSCAFG00000011357,ORTH,PEX11B,PEX11-BETA|PEX11beta|PEX14B,"The protein encoded by this gene facilitates peroxisomal proliferation and interacts with PEX19. The encoded protein is found in the peroxisomal membrane. Several transcript variants, some protein-coding and some not protein-coding, have been found for this gene. [provided by RefSeq, Dec 2012].",peroxisomal biogenesis factor 11 beta
ENSEMBL:ENSFCAG00000005513,ORTH,ENSEMBL:ENSFCAG00000005513,NA,NA,ENSEMBL:ENSFCAG00000005513
RGD:1311342,ORTH,Cdc26,NA,NA,Cdc26
ZFIN:ZDB-GENE-040426-969,ORTH,trip10b,NA,NA,trip10b
HP:0000842,DISO,Hyperinsulinemia,NA,NA,Hyperinsulinemia
Xenbase:XB-GENE-6070000,ORTH,grb2,NA,NA,grb2
ENSEMBL:ENSACAG00000000610,ORTH,ENSEMBL:ENSACAG00000000610,NA,NA,ENSEMBL:ENSACAG00000000610
PomBase:SPAC13G7.02c,GENO,ssa1,NA,NA,ssa1
HP:0001647,DISO,Bicuspid aortic valve,NA,NA,Bicuspid aortic valve
HP:0002300,DISO,Mutism,NA,NA,Mutism
ENSEMBL:ENSPTRG00000006977,ORTH,ENSEMBL:ENSPTRG00000006977,NA,NA,ENSEMBL:ENSPTRG00000006977
ENSEMBL:ENSBTAG00000005663,ORTH,ENSEMBL:ENSBTAG00000005663,NA,NA,ENSEMBL:ENSBTAG00000005663
WBPhenotype:0000516,DISO,ventral cord disorganized,NA,NA,ventral cord disorganized
HP:0002808,DISO,Kyphosis,NA,NA,Kyphosis
HP:0000463,DISO,Anteverted nares,NA,NA,Anteverted nares
FlyBase:FBgn0034379,ORTH,CG15073,NA,NA,CG15073
ZFIN:ZDB-GENE-030909-13,ORTH,tktb,NA,NA,tktb
ENSEMBL:ENSPTRG00000012150,ORTH,ENSEMBL:ENSPTRG00000012150,NA,NA,ENSEMBL:ENSPTRG00000012150
ENSEMBL:ENSMMUG00000012053,ORTH,ENSEMBL:ENSMMUG00000012053,NA,NA,ENSEMBL:ENSMMUG00000012053
ENSEMBL:ENSMODG00000018722,ORTH,ENSEMBL:ENSMODG00000018722,NA,NA,ENSEMBL:ENSMODG00000018722
ZFIN:ZDB-GENE-081107-14,ORTH,znf451,NA,NA,znf451
EnsemblGenome:AT1G04820,ORTH,EnsemblGenome:AT1G04820,NA,NA,EnsemblGenome:AT1G04820
HP:0002089,DISO,Pulmonary hypoplasia,NA,NA,Pulmonary hypoplasia
ENSEMBL:ENSECAG00000003121,ORTH,ENSEMBL:ENSECAG00000003121,NA,NA,ENSEMBL:ENSECAG00000003121
WBPhenotype:0002336,DISO,path curvature increased,NA,NA,path curvature increased
Xenbase:XB-GENE-480450,ORTH,hes5.3,NA,NA,hes5.3
ENSEMBL:ENSCAFG00000032180,ORTH,NME4,NDPK-D|NM23H4|nm23-H4,"The nucleoside diphosphate (NDP) kinases (EC 2.7.4.6) are ubiquitous enzymes that catalyze transfer of gamma-phosphates, via a phosphohistidine intermediate, between nucleoside and dioxynucleoside tri- and diphosphates. The enzymes are products of the nm23 gene family, which includes NME4 (Milon et al., 1997 [PubMed 9099850]).[supplied by OMIM, May 2008].",NME/NM23 nucleoside diphosphate kinase 4
ENSEMBL:ENSFCAG00000024181,ORTH,ENSEMBL:ENSFCAG00000024181,NA,NA,ENSEMBL:ENSFCAG00000024181
MGI:5429322,ORTH,Tg(HDexon1)62Gpb [B6CBA-Tg(HDexon1)62Gpb/3J],NA,NA,Tg(HDexon1)62Gpb [B6CBA-Tg(HDexon1)62Gpb/3J]
MP:0009142,DISO,decreased prepulse inhibition,NA,NA,decreased prepulse inhibition
MONARCH:APO_0000083APO_0000003,GENO,oxidative stress resistance:decreased,NA,NA,oxidative stress resistance:decreased
dictyBase:DDB_G0275091,GENO,DDB0167426,NA,NA,DDB0167426
PomBase:SPBP8B7.03c,GENO,rpl402,NA,NA,rpl402
WBPhenotype:0002118,DISO,population fitness phenotype,NA,NA,population fitness phenotype
ZP:0000100,DISO,"brain morphology, abnormal",NA,NA,"brain morphology, abnormal"
ENSEMBL:ENSMODG00000009808,ORTH,ENSEMBL:ENSMODG00000009808,NA,NA,ENSEMBL:ENSMODG00000009808
ENSEMBL:ENSECAG00000009962,ORTH,ENSEMBL:ENSECAG00000009962,NA,NA,ENSEMBL:ENSECAG00000009962
HGNC:9587,GENE,PTDSS1,LMHD|PSS1|PSSA,"The protein encoded by this gene catalyzes the formation of phosphatidylserine from either phosphatidylcholine or phosphatidylethanolamine. Phosphatidylserine localizes to the mitochondria-associated membrane of the endoplasmic reticulum, where it serves a structural role as well as a signaling role. Defects in this gene are a cause of Lenz-Majewski hyperostotic dwarfism. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2014].",phosphatidylserine synthase 1
dictyBase:DDB_G0291984,GENO,AF310889_1,NA,NA,AF310889_1
HP:0000316,DISO,Hypertelorism,NA,NA,Hypertelorism
ENSEMBL:ENSRNOG00000032820,ORTH,F1M2M6,NA,NA,F1M2M6
WBPhenotype:0001942,DISO,rachis absent,NA,NA,rachis absent
HP:0000486,DISO,Strabismus,NA,NA,Strabismus
ENSEMBL:ENSPTRG00000020852,ORTH,ENSEMBL:ENSPTRG00000020852,NA,NA,ENSEMBL:ENSPTRG00000020852
HP:0001344,DISO,Absent speech,NA,NA,Absent speech
MP:0009399,DISO,increased skeletal muscle fiber size,NA,NA,increased skeletal muscle fiber size
ENSEMBL:ENSMODG00000012958,ORTH,ENSEMBL:ENSMODG00000012958,NA,NA,ENSEMBL:ENSMODG00000012958
HP:0003198,DISO,Myopathy,NA,NA,Myopathy
ENSEMBL:ENSCAFG00000025599,ORTH,ENSEMBL:ENSCAFG00000025599,NA,NA,ENSEMBL:ENSCAFG00000025599
ENSEMBL:ENSOANG00000049167,ORTH,ENSEMBL:ENSOANG00000049167,NA,NA,ENSEMBL:ENSOANG00000049167
HGNC:12520,GENE,UFD1,UFD1L,"The protein encoded by this gene forms a complex with two other proteins, nuclear protein localization-4 and valosin-containing protein, and this complex is necessary for the degradation of ubiquitinated proteins. In addition, this complex controls the disassembly of the mitotic spindle and the formation of a closed nuclear envelope after mitosis. Mutations in this gene have been associated with Catch 22 syndrome as well as cardiac and craniofacial defects. Alternative splicing results in multiple transcript variants encoding different isoforms. A related pseudogene has been identified on chromosome 18. [provided by RefSeq, Jun 2009].",ubiquitin recognition factor in ER associated degradation 1
MP:0009403,DISO,increased variability of skeletal muscle fiber size,NA,NA,increased variability of skeletal muscle fiber size
ZP:0019110,DISO,"lens elongated, abnormal",NA,NA,"lens elongated, abnormal"
HGNC:3293,GENE,EIF4E2,4E-LP|4EHP|EIF4EL3|IF4e|h4EHP,"Enables ubiquitin protein ligase binding activity. Involved in positive regulation of miRNA mediated inhibition of translation. Acts upstream of or within negative regulation of translation. Located in P-body. Part of mRNA cap binding activity complex. [provided by Alliance of Genome Resources, Apr 2022]",eukaryotic translation initiation factor 4E family member 2
MP:0003091,DISO,abnormal cell migration,NA,NA,abnormal cell migration
